timestamp,head_x,head_y,head_z,neck_x,neck_y,neck_z,spine_x,spine_y,spine_z,pelvis_x,pelvis_y,pelvis_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z
0.5829908847808838,0.0020770281553268433,-0.24486610293388367,-0.25843010464450344,0.0022665411233901978,-0.182803213596344,-0.09971665212651715,0.0011332705616950989,-0.091401606798172,-0.04985832606325857,0.0,0.0,0.0,0.036537691950798035,-0.1842496693134308,-0.09935228893300518,-0.03200460970401764,-0.1813567578792572,-0.10008101532002911,0.04362158477306366,-0.08829396963119507,-0.058895323367323726,-0.03942333161830902,-0.07965680956840515,-0.06529884407063946,0.042687639594078064,0.004747301340103149,-0.1250274888589047,-0.04236574470996857,0.007246643304824829,-0.1315257660462521,0.020279213786125183,0.000789254903793335,-0.00155949272448197,-0.020279213786125183,-0.000789254903793335,0.00155949272448197,0.026789948344230652,0.14604416489601135,0.0013722985167987645,-0.025517329573631287,0.14438948035240173,0.00606422551209107,0.03287069499492645,0.2637903392314911,0.11850437155226246,-0.03318791091442108,0.2646554410457611,0.12484960636356845
0.6223177909851074,0.0021055936813354492,-0.24469739198684692,-0.25842747733695437,0.0023030728101730014,-0.18265957236289976,-0.10015325889689847,0.0011515364050865284,-0.09132978618144988,-0.05007662944844924,0.0,0.0,0.0,0.036597335338592496,-0.18418105840682986,-0.09943489775760098,-0.03199118971824644,-0.18113808631896972,-0.10087162003619596,0.04364714622497562,-0.08827299475669859,-0.05892389015061781,-0.03939803838729855,-0.0791977047920227,-0.06569028244121,0.04271563291549679,0.003997159004211381,-0.12508920774562285,-0.04201897978782654,0.007288038730621338,-0.13073389873607083,0.020299303531646717,0.0008147358894348145,-0.0015713090426288546,-0.020299303531646717,-0.0008147358894348145,0.0015713090426288546,0.027091348171234098,0.1438115477561951,0.005150771897751838,-0.025496739149093617,0.14112882614135747,0.008461128652561456,0.03292633295059205,0.2632897853851318,0.11242639973061161,-0.03310015797615051,0.2636861085891724,0.12166889413492754
0.6557660102844238,0.0021269083023071067,-0.24452190399169915,-0.26041469647781923,0.0023512041568756192,-0.182535462975502,-0.10210720299975946,0.0011756020784378096,-0.09126773148775102,-0.05105360149987974,0.0,0.0,0.0,0.03668796181678774,-0.1841332471370697,-0.10073564036982134,-0.0319855535030365,-0.1809376788139343,-0.10347876562969759,0.04366505980491636,-0.08830848574638361,-0.059035347544122485,-0.03939502000808709,-0.07883591055870054,-0.06762998803751542,0.042741671800613446,0.003284202814102244,-0.12507910921471194,-0.041658419370651234,0.0073562920093537265,-0.13079314603703096,0.020316280126571662,0.0008390367031098078,-0.00162340764189139,-0.020316280126571662,-0.0008390367031096968,0.00162340764189139,0.027435032129287718,0.14233036398887644,0.00773286786628887,-0.025426168441772423,0.13836810708045966,0.011066127612721174,0.03312861800193784,0.26279972434043897,0.10973019764525817,-0.03301454186439512,0.2623959195613861,0.12078645721776411
0.689464807510376,0.0021674507856368486,-0.24433091998100276,-0.2634385337373242,0.0024117180109023972,-0.18235771691799163,-0.10450034160818905,0.0012058590054511709,-0.09117885845899582,-0.052250170804094526,0.0,0.0,0.0,0.03679052555561063,-0.1840262355804443,-0.10186877562012525,-0.03196708953380584,-0.18068919825553897,-0.10713190759625285,0.043699163556098874,-0.08823127245903012,-0.05907936985697597,-0.03938024961948394,-0.07835994005203245,-0.07109280259814113,0.04278002703189848,0.0029587156772614698,-0.12502032406535,-0.0413693469762802,0.007551785707473835,-0.13284111519064754,0.020339888215064994,0.000881086587905866,-0.0013981860112398862,-0.020339888215064994,-0.000881086587905866,0.0013981860112398862,0.027646078705787558,0.1414057972431183,0.010550385721959174,-0.02539521324634547,0.1365644066333771,0.011919644073583185,0.03324480307102201,0.2625470159053803,0.10952253358159214,-0.03295242726802827,0.26182301688194265,0.1202818456152454
0.7221879959106445,0.0020922938585281603,-0.24418139147758483,-0.2657985578263644,0.0024343321084976943,-0.18222022488117218,-0.10645909846671857,0.0012171660542488194,-0.09111011244058609,-0.053229549233359284,0.0,0.0,0.0,0.036835484957695064,-0.18396987686157223,-0.1028921738112811,-0.031966820740699675,-0.18047057290077212,-0.11002602312215604,0.043707369112968464,-0.08815151729583737,-0.059158777209604156,-0.039353742098808264,-0.07793519830703732,-0.07401923781284131,0.04284783313274387,0.002810728836059595,-0.12499047138341701,-0.04111894595623011,0.007717011928558337,-0.1350738094533328,0.020352585864067074,0.0008949203491210866,-0.0009044944196473807,-0.02035258586406702,-0.0008949203491210866,0.0009044944196473807,0.027953907465934735,0.14088689336776739,0.01182502299300395,-0.025417735648155138,0.13570529336929327,0.011981756930565461,0.03329109828472143,0.26216474761962894,0.1099775411044713,-0.032928600668907126,0.26136949796676623,0.11987279552570544
0.7554588317871094,0.0020175186634063813,-0.2440341400623321,-0.2661781850475306,0.0024442896986007767,-0.18213426643371577,-0.1068568293291563,0.0012221448493003884,-0.09106713321685789,-0.05342841466457816,0.0,0.0,0.0,0.03686712116241453,-0.1839338508033752,-0.10321473586978855,-0.03197854176521303,-0.18033468206405634,-0.11049892278852405,0.04370102220535277,-0.08806150070190427,-0.058966583704375665,-0.0393097992324829,-0.07775037064552304,-0.0744929328292841,0.04291560892105095,0.0027904082489014215,-0.12376577304067554,-0.04092725963592536,0.007804989242553795,-0.1358111750501627,0.02036867092132566,0.0009100382804870799,-0.000559228930673562,-0.020368670921325716,-0.0009100382804869689,0.000559228930673562,0.02816021427154536,0.14073025802612316,0.011976014915681444,-0.02544279315948489,0.13493174360275273,0.011975467031276785,0.03330889217376709,0.26203226085662845,0.10987128804502543,-0.032930344247818044,0.2610729699897767,0.1186659356981283
0.78914475440979,0.0019401871299743467,-0.24389464805603034,-0.2660017265676549,0.002484670310974102,-0.18204851875209815,-0.10689416922202613,0.001242335155487051,-0.09102425937604908,-0.05344708461101306,0.0,0.0,0.0,0.03692560565567016,-0.18387125002479565,-0.10354192425098922,-0.03195626503372195,-0.1802257874794007,-0.11024641419306304,0.043723857139587374,-0.08795092865371712,-0.058866156227736735,-0.03923019153213503,-0.07763034134864816,-0.07387583677807356,0.04305349446868889,0.002844668195724376,-0.12267685109797026,-0.04077280104637149,0.007896309862136741,-0.13411938420525102,0.020383455554962238,0.0009304084491729148,-0.0004306722548296675,-0.020383455554962182,-0.0009304084491730258,0.0004306722548296675,0.02832372182464593,0.14067827908134456,0.011068197094650008,-0.025258981859207164,0.13464218992424004,0.011909814385921695,0.03337653824615483,0.2620215914096832,0.10961227695378753,-0.032850575408935545,0.2607970204181671,0.11834551710090134
0.8227310180664062,0.001858069027900644,-0.24388307193946845,-0.26683753170423324,0.002499928486251801,-0.18210417202911378,-0.10716312012557797,0.0012499642431259006,-0.09105208601455689,-0.05358156006278899,0.0,0.0,0.0,0.036958807397270144,-0.18392842836036682,-0.10411124994725994,-0.03195895042476654,-0.18027991569786073,-0.11021499030389599,0.04372080494365688,-0.08793359345016483,-0.05904030125489049,-0.03918989949359897,-0.0776791573753357,-0.07350123437833599,0.04327892425670615,0.00274259716911307,-0.12257232360467724,-0.040685223700523465,0.00785587659263598,-0.13377496531896407,0.020401573459434552,0.000925753438949517,-0.00038883424711301924,-0.020401573459434552,-0.000925753438949517,0.00038883424711301924,0.028398646687888995,0.14076220094337466,0.011395449638106302,-0.02519651698093417,0.13460662014656066,0.012401483165003733,0.0334232751485824,0.26189093794212337,0.11293574580984302,-0.03277971325778961,0.26036570534019465,0.12275426293039508
0.8558459281921387,0.0017733478647232181,-0.24395688716583247,-0.2670622425633524,0.0024694285440063912,-0.18226361939033497,-0.10664875831237779,0.0012347142720032234,-0.09113180969516749,-0.053324379156188886,0.0,0.0,0.0,0.0369544749213791,-0.18408680489402762,-0.1033753357985209,-0.03201561783336637,-0.18044043388664238,-0.10992218082623467,0.043648469763603204,-0.08802025058197016,-0.057432891944026794,-0.039199442477760305,-0.07784736757240285,-0.07325683835619912,0.0435516473174668,0.0025434111382294233,-0.12092294579155907,-0.0406873324163437,0.007715499126052849,-0.1336316741601084,0.02044517349407199,0.0009153083660126127,0.00011676519062228499,-0.02044517349407199,-0.0009153083660125017,-0.00011676519062228499,0.028519936909446708,0.1409575605359651,0.012787232456624656,-0.02520024854747771,0.1345609925086213,0.012113493319189697,0.033372107305412235,0.26150254212135327,0.11635585541861547,-0.032817458027458224,0.2600564581748199,0.1244015125772573
0.8893377780914307,0.0017168304960632486,-0.24389189221069335,-0.26696100350176155,0.002483326460822999,-0.18233180609830468,-0.10655936297710714,0.0012416632304114716,-0.09116590304915234,-0.05327968148855356,0.0,0.0,0.0,0.03699809808546445,-0.18414464803831476,-0.10312653379795751,-0.032031445163818395,-0.1805189641582946,-0.10999219215625676,0.04359393847688292,-0.08803302660913082,-0.05689883671484859,-0.03917346032926944,-0.07801562787994382,-0.07344827312144764,0.04381795869352717,0.002425559950897216,-0.12044411600318058,-0.04068906103164677,0.00764019716705322,-0.13371570303942018,0.020483007237136863,0.0009129363575745009,0.0003705736820151954,-0.020483007237136863,-0.0009129363575743898,-0.0003705736820151954,0.028571680589584314,0.14104809617865,0.01402815064834921,-0.025092816666000384,0.13430204001644896,0.011982270431121276,0.03330726749034113,0.2600917132787477,0.11941603153558054,-0.03283349470848085,0.25941064050183105,0.12569562918783658
